project_type,location,total_area_sqft,num_floors,num_workers,planned_duration_days,material_quality,complexity_level,has_basement,weather_risk_zone,contractor_experience_years,soil_type,water_table_level,distance_from_city_km,site_accessibility,floor_height_ft,foundation_type,num_bathrooms,electrical_load_kw,finishing_level,site_topography,actual_cost,actual_duration_days
infrastructure,Raipur,4100,1,23,163,economy,medium,False,moderate,1,marshy,moderate,1,easy,16,raft,1,18,basic,flat,16102000.0,167
commercial,Shimla,6800,5,33,270,standard,medium,True,high,4,normal,shallow,38,easy,12,raft,8,69,premium,steep_slope,105037000.0,279
residential,Raipur,4100,2,36,187,economy,medium,False,moderate,14,clay,high,31,moderate,12,raft,6,24,standard,steep_slope,17264000.0,181
residential,Mangalore,3000,2,26,103,economy,high,False,high,7,rocky,shallow,47,easy,14,strip,6,16,basic,steep_slope,12498000.0,101
residential,Mumbai,7100,1,51,253,standard,medium,False,high,10,marshy,moderate,16,easy,9,raft,10,39,standard,gentle_slope,36475000.0,255
residential,Patna,2900,4,31,145,standard,low,False,high,8,normal,moderate,0,easy,12,isolated,5,21,premium,flat,11841000.0,147
residential,Hyderabad,8000,3,71,452,economy,medium,False,moderate,13,normal,deep,8,moderate,10,raft,12,62,standard,steep_slope,32937000.0,446
commercial,Chandigarh,7000,3,50,345,standard,high,False,moderate,12,sandy,high,2,moderate,14,raft,10,107,standard,gentle_slope,65281000.0,340
residential,Salem,900,1,5,60,standard,medium,False,low,4,rocky,moderate,0,easy,10,strip,1,3,premium,flat,4034000.0,50
residential,Coimbatore,6700,3,37,380,economy,medium,False,low,13,marshy,shallow,28,difficult,10,raft,12,38,basic,gentle_slope,23675000.0,377
residential,Mumbai,4800,2,37,240,standard,low,False,high,10,normal,deep,18,moderate,10,isolated,7,18,standard,flat,16674000.0,225
residential,Shimla,3300,3,27,159,standard,low,False,high,6,normal,moderate,25,easy,10.5,isolated,6,23,basic,steep_slope,13920000.0,153
infrastructure,Jodhpur,12200,2,93,473,standard,medium,False,moderate,4,normal,deep,37,moderate,10,raft,10,47,standard,gentle_slope,85627000.0,467
commercial,Hyderabad,22600,7,155,730,premium,medium,False,moderate,6,clay,deep,0,easy,10,raft,30,270,luxury,gentle_slope,479543000.0,735
residential,Thanjavur,7900,3,44,457,standard,medium,False,moderate,4,normal,moderate,2,easy,10,raft,13,52,standard,flat,31746000.0,467
commercial,Goa,47500,6,385,730,economy,medium,True,high,6,normal,moderate,12,easy,10,strip,50,516,basic,steep_slope,337594000.0,738
commercial,Madurai,42300,5,339,730,economy,medium,True,moderate,7,clay,high,3,easy,16,raft,50,761,basic,flat,261956000.0,740
infrastructure,Thrissur,5700,1,40,205,economy,medium,False,high,10,normal,moderate,37,difficult,12,strip,4,23,basic,flat,18664000.0,192
residential,Warangal,3700,1,18,202,economy,low,False,moderate,14,sandy,moderate,0,easy,16,isolated,7,22,standard,gentle_slope,8452000.0,193
infrastructure,Thane,24600,1,130,730,standard,low,False,high,8,normal,deep,37,moderate,10,isolated,18,50,standard,gentle_slope,126836000.0,729
residential,Visakhapatnam,2000,2,16,79,economy,low,False,high,7,normal,moderate,31,moderate,14,strip,5,14,basic,flat,4940000.0,68
residential,Hyderabad,7600,2,43,309,standard,medium,False,moderate,8,normal,high,38,easy,10,strip,12,35,premium,flat,36888000.0,309
residential,Ludhiana,4500,1,35,227,premium,medium,False,moderate,10,normal,moderate,35,difficult,10,isolated,8,28,premium,flat,28922000.0,212
residential,Indore,3100,3,27,157,premium,low,False,moderate,12,normal,moderate,1,easy,14,isolated,7,13,luxury,hilly,33756000.0,142
residential,Thiruvananthapuram,5800,2,50,241,economy,medium,False,high,8,normal,high,23,easy,12,strip,11,27,basic,gentle_slope,17903000.0,236
residential,Gurgaon,7900,4,72,414,economy,medium,False,high,1,clay,deep,30,moderate,14,raft,13,47,standard,gentle_slope,51608000.0,438
residential,Ludhiana,3600,1,18,158,premium,medium,False,moderate,9,rocky,high,0,easy,10,strip,5,18,premium,gentle_slope,29566000.0,174
commercial,Vijayawada,44100,1,260,730,economy,low,False,moderate,4,normal,deep,0,easy,10,strip,50,757,basic,flat,95628000.0,725
residential,Nagpur,7600,2,56,292,standard,low,False,moderate,11,normal,moderate,14,easy,12,isolated,12,26,premium,gentle_slope,27312000.0,277
residential,Thane,3600,4,27,195,standard,low,False,low,8,rocky,moderate,14,easy,10.5,raft,8,28,standard,flat,25386000.0,191
residential,Salem,5700,1,24,225,premium,medium,False,low,14,normal,deep,6,easy,12,strip,9,36,premium,hilly,37367000.0,230
residential,Gandhinagar,7800,3,50,391,standard,medium,False,moderate,1,clay,shallow,36,easy,10.5,pile,15,26,standard,flat,44102000.0,403
commercial,Thiruvananthapuram,36500,8,250,730,economy,medium,False,high,11,normal,high,23,moderate,16,raft,46,414,basic,flat,244824000.0,757
industrial,Meerut,39100,1,154,620,standard,high,False,moderate,12,clay,deep,1,easy,16,pile,20,1387,standard,gentle_slope,209694000.0,608
infrastructure,Guwahati,21700,1,92,730,standard,low,False,high,9,sandy,moderate,0,easy,10,isolated,13,45,basic,flat,81941000.0,733
industrial,Faridabad,45900,2,217,730,economy,medium,False,moderate,4,sandy,deep,0,easy,14,pile,24,1601,standard,flat,203673000.0,735
residential,Bareilly,6500,2,46,244,standard,medium,False,moderate,11,normal,deep,27,moderate,14,isolated,9,51,standard,steep_slope,25602000.0,245
industrial,Hyderabad,24600,1,110,691,economy,low,False,low,9,marshy,deep,32,easy,12,strip,11,1024,standard,steep_slope,92433000.0,700
infrastructure,Trichy,13900,1,106,607,premium,medium,False,moderate,9,rocky,moderate,0,easy,10,isolated,11,28,luxury,steep_slope,187057000.0,611
commercial,Pondicherry,22300,3,107,730,standard,high,False,low,8,normal,shallow,0,moderate,12,raft,27,219,standard,flat,170852000.0,745
commercial,Nashik,22600,7,178,730,standard,low,False,moderate,4,clay,deep,5,easy,16,pile,30,437,standard,gentle_slope,226524000.0,728
commercial,Navi Mumbai,10300,6,64,606,economy,high,True,high,1,rocky,shallow,22,difficult,14,raft,14,177,basic,flat,149644000.0,625
infrastructure,Visakhapatnam,12000,2,98,600,premium,low,False,high,5,clay,moderate,31,difficult,12,strip,10,56,premium,steep_slope,128593000.0,594
commercial,Delhi,26300,2,144,683,economy,medium,False,low,8,normal,moderate,33,moderate,12,isolated,31,329,standard,flat,123758000.0,680
residential,Kolkata,6300,4,50,296,economy,medium,False,low,6,normal,moderate,36,easy,14,raft,12,44,basic,flat,22830000.0,284
residential,Faridabad,1700,3,14,109,standard,high,False,high,7,normal,moderate,0,moderate,10,strip,3,12,premium,flat,10842000.0,98
residential,Bareilly,2300,2,10,118,premium,medium,False,moderate,4,normal,deep,40,easy,10,strip,5,8,luxury,steep_slope,21940000.0,132
infrastructure,Delhi,23400,2,126,730,economy,medium,False,high,1,rocky,deep,0,moderate,10.5,strip,14,63,basic,flat,127938000.0,733
residential,Warangal,5300,4,56,254,standard,medium,False,moderate,9,clay,shallow,63,remote,9,raft,9,36,standard,steep_slope,39223000.0,261
commercial,Vadodara,23600,4,162,730,standard,medium,False,moderate,8,sandy,moderate,8,moderate,12,strip,29,471,standard,hilly,187639000.0,724
residential,Chennai,1100,4,10,81,economy,medium,False,high,9,normal,shallow,0,moderate,10.5,raft,1,6,basic,steep_slope,4257000.0,118
infrastructure,Meerut,23200,2,117,730,standard,medium,False,moderate,9,rocky,deep,0,easy,10,raft,15,111,standard,flat,143154000.0,744
commercial,Bangalore,6100,7,58,237,standard,medium,False,low,2,clay,deep,43,moderate,14,raft,8,49,premium,flat,85615000.0,233
residential,Nagpur,5500,2,47,203,standard,medium,False,moderate,12,rocky,deep,7,moderate,16,isolated,10,29,standard,flat,20289000.0,190
infrastructure,Goa,8600,1,44,257,standard,low,False,high,8,normal,deep,0,difficult,11,strip,7,44,premium,steep_slope,72466000.0,263
commercial,Kanpur,38100,2,174,730,economy,medium,False,moderate,7,normal,deep,29,moderate,12,strip,49,453,basic,gentle_slope,112956000.0,738
infrastructure,Vellore,3900,1,25,126,premium,medium,False,moderate,11,rocky,shallow,21,moderate,10.5,strip,4,18,premium,flat,38879000.0,138
industrial,Meerut,25600,3,152,730,standard,medium,False,moderate,10,normal,high,0,easy,16,strip,11,413,standard,hilly,141958000.0,753
commercial,Bhopal,46500,1,189,730,premium,high,False,moderate,7,rocky,deep,35,moderate,14,strip,50,665,premium,flat,661274000.0,737
commercial,Visakhapatnam,26200,2,156,706,standard,medium,True,high,14,normal,moderate,7,easy,12,isolated,33,255,basic,flat,89733000.0,698
residential,Visakhapatnam,4400,1,29,241,premium,medium,False,high,8,rocky,shallow,0,difficult,11,isolated,9,14,luxury,flat,57843000.0,231
infrastructure,Navi Mumbai,18800,1,118,690,standard,low,False,high,1,clay,deep,1,difficult,10,strip,11,39,premium,gentle_slope,146914000.0,705
residential,Jabalpur,7900,4,66,550,economy,medium,False,moderate,8,sandy,shallow,0,difficult,11,raft,13,27,standard,flat,27551000.0,545
residential,Chandigarh,6000,3,39,312,standard,medium,False,moderate,4,marshy,deep,29,moderate,14,pile,12,22,premium,steep_slope,65059000.0,314
infrastructure,Vellore,16400,2,108,730,standard,low,False,moderate,7,normal,deep,32,moderate,9,strip,12,65,premium,flat,109274000.0,727
industrial,Vellore,28400,1,129,597,standard,medium,False,moderate,10,rocky,moderate,30,moderate,20,strip,16,954,premium,flat,146502000.0,603
residential,Patna,5500,3,46,243,standard,medium,False,high,3,normal,moderate,38,moderate,10.5,isolated,10,30,standard,flat,19447000.0,241
residential,Bareilly,4000,4,37,265,standard,low,False,moderate,12,sandy,deep,0,easy,11,strip,8,23,standard,gentle_slope,13437000.0,261
industrial,Patna,52200,1,185,730,standard,high,False,high,4,sandy,deep,12,easy,14,strip,27,888,standard,flat,232536000.0,744
industrial,Tirupati,11000,2,60,290,economy,high,False,moderate,7,sandy,deep,36,moderate,14,strip,5,540,basic,flat,30316000.0,288
residential,Nagpur,3800,4,33,216,standard,low,False,moderate,5,normal,moderate,22,moderate,10,isolated,6,21,standard,flat,14053000.0,228
infrastructure,Varanasi,22200,1,152,730,standard,high,False,moderate,5,normal,shallow,17,difficult,10,pile,15,99,standard,gentle_slope,182494000.0,760
commercial,Hubli,48400,7,522,730,premium,high,False,low,11,normal,high,0,easy,10,strip,50,477,luxury,flat,832192000.0,722
infrastructure,Guwahati,8000,1,63,249,economy,medium,False,high,4,clay,deep,65,remote,10.5,raft,4,45,basic,gentle_slope,30551000.0,246
infrastructure,Jaipur,3300,1,20,122,premium,medium,False,high,14,clay,deep,11,easy,10,pile,4,8,premium,hilly,38058000.0,124
infrastructure,Hubli,20000,2,178,730,standard,medium,False,low,5,normal,deep,6,easy,12,raft,12,94,standard,flat,98113000.0,725
infrastructure,Mangalore,14300,2,66,511,premium,low,False,high,12,normal,moderate,0,easy,10,isolated,10,56,luxury,hilly,214236000.0,511
infrastructure,Bangalore,10900,2,62,463,standard,low,False,low,8,normal,deep,0,moderate,10.5,isolated,9,55,basic,flat,42171000.0,459
residential,Surat,900,2,5,67,economy,medium,False,high,10,sandy,shallow,0,easy,10.5,raft,3,4,basic,gentle_slope,3150000.0,81
infrastructure,Raipur,12900,2,86,639,economy,medium,False,moderate,1,sandy,deep,0,difficult,14,strip,7,43,standard,gentle_slope,64952000.0,637
residential,Jamshedpur,2700,4,24,141,economy,high,False,moderate,4,sandy,deep,23,moderate,10,raft,4,11,standard,flat,10757000.0,126
residential,Madurai,1400,2,11,67,economy,medium,False,low,11,rocky,moderate,0,easy,10.5,raft,2,7,standard,flat,4636000.0,65
commercial,Udaipur,4800,8,30,261,economy,medium,True,low,11,rocky,moderate,37,moderate,10,raft,6,81,basic,flat,23661000.0,287
residential,Amritsar,3700,2,24,193,standard,high,True,moderate,6,normal,high,21,difficult,10,isolated,6,19,premium,flat,25110000.0,213
commercial,Vijayawada,14500,7,125,617,standard,low,False,moderate,10,rocky,high,0,easy,12,strip,18,286,standard,flat,101430000.0,605
residential,Tirupati,6000,4,39,403,economy,low,False,moderate,9,normal,moderate,0,moderate,9,raft,10,45,basic,flat,15189000.0,404
infrastructure,Aligarh,5200,1,26,173,premium,high,False,moderate,9,sandy,shallow,0,moderate,11,strip,5,13,premium,flat,55150000.0,176
infrastructure,Surat,7700,2,55,246,standard,high,True,high,12,normal,deep,38,moderate,10.5,raft,5,31,standard,hilly,78871000.0,254
residential,Vellore,2500,1,12,115,standard,medium,False,moderate,10,marshy,high,39,moderate,12,pile,5,9,standard,gentle_slope,13396000.0,130
commercial,Goa,47600,5,408,730,economy,low,False,low,8,sandy,moderate,13,moderate,11,pile,50,439,basic,gentle_slope,254907000.0,727
commercial,Bhopal,9500,5,51,489,economy,medium,False,moderate,5,sandy,deep,22,moderate,12,raft,10,106,basic,gentle_slope,45321000.0,498
residential,Srinagar,2500,2,11,144,standard,medium,False,high,5,normal,deep,10,easy,10,strip,3,11,standard,hilly,12798000.0,138
commercial,Chandigarh,39700,7,362,730,standard,medium,False,moderate,13,rocky,deep,13,easy,14,pile,50,585,premium,gentle_slope,483888000.0,748
commercial,Thrissur,37900,6,274,730,standard,medium,False,high,7,normal,shallow,22,moderate,14,raft,48,686,standard,gentle_slope,304440000.0,731
industrial,Gandhinagar,73300,2,238,730,standard,medium,False,moderate,9,sandy,deep,29,difficult,16,isolated,36,2748,premium,gentle_slope,542768000.0,737
commercial,Tirupati,48100,7,321,730,standard,medium,False,moderate,7,rocky,deep,56,difficult,12,strip,50,581,standard,gentle_slope,340605000.0,725
commercial,Mysore,36000,3,162,730,standard,high,True,low,3,marshy,moderate,7,easy,11,pile,44,549,standard,flat,388113000.0,764
residential,Amritsar,3600,4,23,229,premium,low,False,moderate,8,normal,deep,23,easy,10,raft,7,27,premium,steep_slope,30289000.0,227
commercial,Surat,27100,5,132,730,economy,medium,False,high,1,marshy,high,0,moderate,10,strip,34,280,standard,flat,188360000.0,737
residential,Mysore,5500,2,35,232,premium,medium,False,low,10,normal,moderate,0,easy,10,strip,8,43,premium,flat,32864000.0,224
residential,Thrissur,6100,3,41,298,economy,medium,False,low,8,sandy,moderate,17,moderate,10.5,isolated,12,46,standard,flat,22329000.0,298
residential,Mysore,800,1,5,60,standard,medium,False,low,8,marshy,moderate,37,easy,9,pile,1,4,standard,steep_slope,3702000.0,88
residential,Surat,4100,1,22,130,premium,medium,False,high,8,marshy,moderate,0,moderate,10,pile,8,23,standard,flat,29866000.0,122
residential,Mysore,1900,2,12,80,economy,medium,False,high,9,clay,deep,0,moderate,10.5,raft,2,10,basic,flat,4291000.0,83
residential,Bareilly,4000,4,34,202,standard,medium,False,moderate,8,normal,shallow,17,moderate,12,raft,7,14,standard,flat,16036000.0,205
industrial,Nagpur,13300,1,52,316,economy,high,True,moderate,5,marshy,high,13,easy,18,raft,8,474,basic,flat,67856000.0,342
industrial,Thane,32900,3,179,730,standard,medium,False,high,7,marshy,deep,21,difficult,14,raft,15,718,basic,steep_slope,224474000.0,732
industrial,Aurangabad,58800,3,309,730,economy,high,False,moderate,10,clay,deep,23,easy,16,raft,30,1955,standard,steep_slope,335621000.0,716
residential,Raipur,6500,2,54,290,premium,medium,False,moderate,9,normal,deep,0,easy,10,strip,11,47,premium,gentle_slope,38244000.0,283
residential,Mumbai,5000,2,28,238,premium,medium,False,high,9,normal,high,20,easy,11,strip,7,21,premium,flat,48841000.0,229
residential,Jamshedpur,2600,1,10,123,economy,low,False,moderate,8,normal,shallow,9,easy,11,raft,5,18,basic,steep_slope,5840000.0,139
infrastructure,Amritsar,20700,2,162,730,standard,medium,False,low,10,rocky,high,12,difficult,10.5,raft,12,80,standard,steep_slope,193224000.0,721
residential,Jamshedpur,2100,4,14,133,standard,low,False,moderate,1,normal,moderate,44,moderate,10,raft,2,16,premium,flat,12371000.0,143
residential,Goa,6600,2,37,229,economy,medium,False,low,9,rocky,deep,0,easy,12,strip,11,44,standard,hilly,26437000.0,238
industrial,Hubli,79400,3,310,730,standard,medium,False,low,8,normal,shallow,11,easy,16,raft,38,2888,standard,flat,419568000.0,735
infrastructure,Chandigarh,24000,2,129,730,standard,low,False,moderate,11,marshy,moderate,3,easy,11,raft,18,107,standard,flat,153162000.0,732
residential,Surat,5300,4,33,375,economy,high,False,high,6,normal,moderate,0,easy,9,raft,7,23,basic,flat,19972000.0,360
residential,Visakhapatnam,2400,3,14,156,standard,medium,False,high,9,normal,moderate,33,moderate,10,strip,5,10,standard,flat,12407000.0,141
commercial,Nashik,3200,2,20,117,economy,high,False,moderate,2,clay,moderate,2,moderate,11,pile,3,43,basic,flat,14723000.0,117
infrastructure,Goa,11800,2,74,393,standard,low,False,moderate,12,marshy,moderate,0,easy,10,raft,7,61,premium,flat,100615000.0,378
infrastructure,Dehradun,6600,1,38,286,standard,medium,False,high,11,marshy,moderate,4,easy,10,raft,3,38,standard,gentle_slope,53276000.0,273
industrial,Visakhapatnam,55600,3,222,730,economy,medium,False,high,4,normal,shallow,0,easy,14,isolated,29,1769,basic,flat,139496000.0,749
infrastructure,Visakhapatnam,3800,2,24,166,standard,high,False,high,9,normal,high,0,difficult,10,strip,3,14,premium,flat,34109000.0,190
commercial,Pune,36400,7,380,730,standard,high,False,moderate,10,clay,deep,7,easy,11,raft,47,493,basic,steep_slope,384370000.0,739
commercial,Rajkot,12100,1,62,261,premium,low,False,moderate,12,sandy,moderate,49,easy,11,strip,14,201,luxury,flat,147709000.0,252
industrial,Jaipur,56100,3,274,730,standard,high,False,high,5,rocky,moderate,4,easy,14,strip,30,2594,standard,gentle_slope,366215000.0,742
residential,Rajkot,3200,4,29,190,premium,high,False,moderate,3,normal,deep,14,moderate,10,raft,5,10,luxury,gentle_slope,60367000.0,181
residential,Srinagar,3500,3,35,182,economy,medium,False,high,5,normal,moderate,26,difficult,10.5,strip,4,23,basic,steep_slope,12436000.0,200
industrial,Ranchi,35900,1,138,730,standard,medium,False,moderate,6,normal,deep,25,difficult,12,isolated,16,1683,standard,steep_slope,114074000.0,718
infrastructure,Bareilly,23400,1,125,730,standard,medium,False,moderate,7,marshy,deep,46,moderate,10.5,raft,14,81,premium,hilly,233909000.0,739
residential,Pondicherry,6400,2,43,227,standard,medium,False,high,3,normal,deep,45,easy,9,isolated,12,45,premium,flat,31806000.0,244
commercial,Thane,20500,4,105,730,standard,medium,False,high,8,normal,deep,35,easy,16,strip,24,332,premium,flat,218012000.0,721
residential,Gandhinagar,900,1,6,60,economy,medium,False,moderate,11,sandy,deep,48,easy,10.5,strip,3,4,basic,flat,2070000.0,45
infrastructure,Rajkot,4000,2,35,165,economy,medium,False,moderate,13,normal,shallow,0,moderate,10.5,isolated,4,14,basic,gentle_slope,12506000.0,150
